1434282,1434288
1431457,1431748
1410505,1410544
1410505,1410545
1410505,1410546
1410505,1410547
1375835,1375844
1375837,1375845
1375837,1375846
1375837,1375847
1375837,1375848
1375837,1375849
1375837,1375850
1375837,1375851
1375837,1375852
1388188,1388223
1388188,1388224
1388188,1388225
1388188,1388226
1388188,1388227
1434088,1434095
1434088,1434102
1411166,1415710
1411166,1415717
1411166,1415724
1411166,1415735
